Task ID,O*NET-SOC Code,Occupation,Task,Task Type,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill,Skill ID,Industry Group,Worker Rating Count,Worker Automation Desire,Worker Time Rating,Worker Core Skill,Worker Job Security,Worker Enjoyment,Worker Physical Req,Worker Interpersonal Req,Worker Uncertainty Req,Worker Domain Req,Worker Agency Req,Worker Auto Reason Free Time,Worker Auto Reason Repetitive,Worker Auto Reason Human Error,Worker Auto Reason Stress,Worker Auto Reason Difficulty,Worker Auto Reason Scale,Worker Agency Reason Physical,Worker Agency Reason Control,Worker Agency Reason Domain,Worker Agency Reason Empathy,Worker Agency Reason Quality,Worker Agency Reason Dynamic,Worker Agency Reason Ethical,Expert Rating Count,Expert Automation Capacity,Expert Physical Req,Expert Uncertainty Req,Expert Domain Req,Expert Interpersonal Req,Expert Agency Req
21326,11-3031.00,Financial Managers,Review collection reports to determine the status of collections and the amounts of outstanding balances.,Supplemental,5.0,5.0,3.61,45.61,180470.0,818620.0,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",4,3.25,3.0,3.5,3.25,3.5,2.25,2.0,2.5,2.75,2.5,75.0,75.0,25.0,25.0,0.0,25.0,50.0,25.0,25.0,25.0,50.0,0.0,0.0,2,5.0,1.0,2.0,1.0,1.0,1.0
21329,11-3031.00,Financial Managers,Review reports of securities transactions or price lists to analyze market conditions.,Supplemental,3.0,3.0,3.18,25.66,180470.0,818620.0,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",6,3.0,2.0,3.0,3.3333333333333335,3.3333333333333335,2.5,2.3333333333333335,3.1666666666666665,3.8333333333333335,2.5,66.66666666666666,16.666666666666664,50.0,0.0,0.0,50.0,0.0,33.33333333333333,16.666666666666664,0.0,0.0,16.666666666666664,0.0,2,4.5,1.0,2.5,3.5,1.0,1.5
15679,11-3031.03,Investment Fund Managers,Select specific investments or investment mixes for purchase by an investment fund.,Core,5.0,5.0,4.61,86.1,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15669,11-3031.03,Investment Fund Managers,Monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,Core,5.0,5.0,4.56,98.06,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15676,11-3031.03,Investment Fund Managers,Select or direct the execution of trades.,Core,5.0,5.0,4.48,74.46,,,"['Making Decisions and Solving Problems', 'Guiding, Directing, and Motivating Subordinates']","['4.A.2.b.1', '4.A.4.b.4']","Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15667,11-3031.03,Investment Fund Managers,"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",Core,5.0,5.0,4.38,89.62,,,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15668,11-3031.03,Investment Fund Managers,"Present investment information, such as product risks, fees, or fund performance statistics.",Core,3.0,3.0,4.23,92.21,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15664,11-3031.03,Investment Fund Managers,"Develop, implement, or monitor security valuation policies.",Core,5.0,5.0,4.22,88.32,,,"['Monitoring Processes, Materials, or Surroundings', 'Making Decisions and Solving Problems', 'Developing Objectives and Strategies']","['4.A.1.a.2', '4.A.2.b.1', '4.A.2.b.4']","Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15670,11-3031.03,Investment Fund Managers,Monitor regulatory or tax law changes to ensure fund compliance or to capitalize on development opportunities.,Core,3.0,3.0,3.72,70.97,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15415,11-3051.01,Quality Control Systems Managers,Review and update standard operating procedures or quality assurance manuals.,Core,3.0,3.0,4.35,98.75,,,['Documenting/Recording Information'],['4.A.3.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",7,3.4285714285714284,2.5714285714285716,3.5714285714285716,1.5714285714285714,2.7142857142857144,1.5714285714285714,2.7142857142857144,2.7142857142857144,3.5714285714285716,3.4285714285714284,57.14285714285714,14.285714285714285,14.285714285714285,0.0,0.0,28.57142857142857,14.285714285714285,57.14285714285714,57.14285714285714,42.857142857142854,71.42857142857143,14.285714285714285,28.57142857142857,3,4.0,1.3333333333333333,1.3333333333333333,3.0,2.0,2.0
15430,11-3051.01,Quality Control Systems Managers,Monitor performance of quality control systems to ensure effectiveness and efficiency.,Core,5.0,5.0,4.33,93.61,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",8,3.125,3.125,4.0,1.625,3.125,2.0,3.125,3.25,3.375,2.875,37.5,0.0,37.5,12.5,0.0,25.0,37.5,50.0,12.5,37.5,37.5,50.0,12.5,3,4.333333333333333,1.6666666666666667,2.6666666666666665,2.6666666666666665,1.3333333333333333,2.0
15414,11-3051.01,Quality Control Systems Managers,Review quality documentation necessary for regulatory submissions and inspections.,Core,5.0,5.0,4.24,98.78,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3'],"Kinh doanh, tài chính và quản trị tổ chức",4,3.25,2.75,3.5,2.5,2.75,1.5,2.75,3.25,3.75,2.25,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,25.0,50.0,3,4.333333333333333,2.6666666666666665,2.3333333333333335,3.0,1.3333333333333333,1.6666666666666667
15428,11-3051.01,Quality Control Systems Managers,Analyze quality control test results and provide feedback and interpretation to production management or staff.,Core,3.0,3.0,4.23,90.71,,,"['Analyzing Data or Information', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.2.a.4', '4.A.4.a.2']","Kinh doanh, tài chính và quản trị tổ chức",6,2.5,3.1666666666666665,3.3333333333333335,1.8333333333333333,3.6666666666666665,2.5,3.5,2.6666666666666665,3.3333333333333335,3.5,33.33333333333333,0.0,16.666666666666664,0.0,16.666666666666664,0.0,33.33333333333333,50.0,33.33333333333333,50.0,66.66666666666666,16.666666666666664,33.33333333333333,2,5.0,1.0,2.0,3.0,1.5,1.5
15424,11-3051.01,Quality Control Systems Managers,"Direct the tracking of defects, test results, or other regularly reported quality control data.",Core,4.0,4.0,4.1,97.22,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],"Kinh doanh, tài chính và quản trị tổ chức",4,4.5,2.5,3.5,1.5,2.75,1.25,2.25,2.75,3.0,2.25,75.0,25.0,75.0,25.0,0.0,50.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2,5.0,1.5,2.0,2.5,1.0,1.5
15416,11-3051.01,Quality Control Systems Managers,"Produce reports regarding nonconformance of products or processes, daily production quality, root cause analyses, or quality trends.",Core,3.0,3.0,3.93,95.63,,,['Documenting/Recording Information'],['4.A.3.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",5,2.8,1.8,3.2,1.6,2.8,2.2,3.0,2.6,3.6,3.6,40.0,20.0,60.0,20.0,0.0,40.0,80.0,80.0,60.0,60.0,20.0,20.0,20.0,3,3.0,2.3333333333333335,2.0,2.6666666666666665,2.3333333333333335,2.6666666666666665
15427,11-3051.01,Quality Control Systems Managers,"Communicate quality control information to all relevant organizational departments, outside vendors, or contractors.",Core,3.0,3.0,3.92,96.91,,,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1'],"Kinh doanh, tài chính và quản trị tổ chức",5,2.8,3.0,3.4,1.8,2.2,2.0,3.6,3.2,3.6,3.0,60.0,20.0,20.0,20.0,0.0,40.0,40.0,0.0,20.0,60.0,40.0,20.0,0.0,3,3.0,2.3333333333333335,2.0,3.0,2.3333333333333335,2.6666666666666665
15422,11-3051.01,Quality Control Systems Managers,Identify critical points in the manufacturing process and specify sampling procedures to be used at these points.,Core,3.0,3.0,3.84,81.51,,,['Developing Objectives and Strategies'],['4.A.2.b.4'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15425,11-3051.01,Quality Control Systems Managers,Create and implement inspection and testing criteria or procedures.,Core,3.0,3.0,3.78,89.61,,,"['Making Decisions and Solving Problems', 'Developing Objectives and Strategies']","['4.A.2.b.1', '4.A.2.b.4']","Kinh doanh, tài chính và quản trị tổ chức",4,3.0,2.25,3.25,1.75,3.25,2.25,3.5,3.75,3.75,3.25,25.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,75.0,75.0,25.0,50.0,50.0,3,2.3333333333333335,3.3333333333333335,2.6666666666666665,3.0,2.6666666666666665,3.3333333333333335
15423,11-3051.01,Quality Control Systems Managers,"Document testing procedures, methodologies, or criteria.",Core,3.0,3.0,3.78,81.94,,,['Documenting/Recording Information'],['4.A.3.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",6,2.8333333333333335,2.5,3.5,2.3333333333333335,3.0,1.6666666666666667,3.8333333333333335,2.6666666666666665,3.3333333333333335,3.3333333333333335,33.33333333333333,16.666666666666664,0.0,16.666666666666664,0.0,0.0,0.0,33.33333333333333,83.33333333333334,66.66666666666666,66.66666666666666,50.0,33.33333333333333,2,5.0,1.0,2.0,3.0,1.5,1.5
15456,11-3051.03,Biofuels Production Managers,"Review logs, datasheets, or reports to ensure adequate production levels or to identify abnormalities with biofuels production equipment or processes.",Core,5.0,5.0,4.25,100.0,,,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",5,2.6,3.0,3.4,2.6,3.2,2.8,3.8,2.4,3.6,3.8,40.0,0.0,40.0,20.0,20.0,20.0,20.0,60.0,80.0,40.0,60.0,40.0,20.0,2,4.0,2.0,3.0,4.0,2.0,2.0
15458,11-3051.03,Biofuels Production Managers,"Monitor meters, flow gauges, or other real-time data to ensure proper operation of biofuels production equipment, implementing corrective measures as needed.",Core,6.0,6.0,4.22,94.54,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",5,4.0,2.2,2.8,2.2,2.4,2.4,2.4,3.4,2.8,2.4,60.0,80.0,60.0,20.0,0.0,60.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,2,2.5,4.5,4.5,4.5,1.0,4.5
15461,11-3051.03,Biofuels Production Managers,"Adjust temperature, pressure, vacuum, level, flow rate, or transfer of biofuels to maintain processes at required levels.",Core,5.0,5.0,4.22,89.02,,,['Controlling Machines and Processes'],['4.A.3.a.3'],"Kinh doanh, tài chính và quản trị tổ chức",3,3.6666666666666665,3.0,3.3333333333333335,3.3333333333333335,2.6666666666666665,2.6666666666666665,3.0,3.6666666666666665,3.6666666666666665,4.0,100.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,33.33333333333333,66.66666666666666,2,4.5,1.5,2.0,3.5,1.0,1.5
15460,11-3051.03,Biofuels Production Managers,"Approve proposals for the acquisition, replacement, or repair of biofuels processing equipment or the implementation of new production processes.",Core,3.0,3.0,3.72,77.55,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],"Kinh doanh, tài chính và quản trị tổ chức",4,4.0,2.75,3.5,2.75,3.0,2.75,2.75,3.0,3.25,3.0,100.0,0.0,75.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,2,4.0,1.5,2.0,2.0,1.0,2.0
15457,11-3051.03,Biofuels Production Managers,Prepare and manage biofuels plant or unit budgets.,Core,4.0,4.0,3.56,78.88,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],"Kinh doanh, tài chính và quản trị tổ chức",4,3.75,3.5,4.0,3.25,4.0,3.0,3.5,4.25,3.75,3.5,50.0,25.0,50.0,25.0,0.0,0.0,25.0,0.0,75.0,25.0,25.0,25.0,0.0,3,3.6666666666666665,1.6666666666666667,2.6666666666666665,3.3333333333333335,1.6666666666666667,2.3333333333333335
15459,11-3051.03,Biofuels Production Managers,"Conduct cost, material, and efficiency studies for biofuels production plants or operations.",Core,3.0,3.0,3.56,78.28,,,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1'],"Kinh doanh, tài chính và quản trị tổ chức",3,3.6666666666666665,3.0,3.6666666666666665,3.3333333333333335,3.3333333333333335,2.3333333333333335,2.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,66.66666666666666,33.33333333333333,66.66666666666666,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,2,4.0,1.5,2.0,4.0,1.5,2.5
15471,11-3051.04,Biomass Power Plant Managers,Review biomass operations performance specifications to ensure compliance with regulatory requirements.,Core,5.0,5.0,4.52,100.0,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15470,11-3051.04,Biomass Power Plant Managers,"Review logs, datasheets, or reports to ensure adequate production levels and safe production environments or to identify abnormalities with power production equipment or processes.",Core,5.0,5.0,4.14,93.71,,,"['Monitoring Processes, Materials, or Surroundings', 'Evaluating Information to Determine Compliance with Standards']","['4.A.1.a.2', '4.A.2.a.3']","Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15474,11-3051.04,Biomass Power Plant Managers,"Plan and schedule plant activities, such as wood, waste, or refuse fuel deliveries, ash removal, and regular maintenance.",Core,5.0,5.0,3.82,92.99,,,"['Scheduling Work and Activities', 'Guiding, Directing, and Motivating Subordinates']","['4.A.2.b.5', '4.A.4.b.4']","Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15477,11-3051.04,Biomass Power Plant Managers,Evaluate power production or demand trends to identify opportunities for improved operations.,Core,5.0,5.0,3.6,87.68,,,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15472,11-3051.04,Biomass Power Plant Managers,"Prepare reports on biomass plant operations, status, maintenance, and other information.",Core,3.0,3.0,3.54,99.7,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15464,11-3051.04,Biomass Power Plant Managers,Manage parts and supply inventories for biomass plants.,Core,5.0,5.0,3.4,91.95,,,['Monitoring and Controlling Resources'],['4.A.4.c.3'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15465,11-3051.04,Biomass Power Plant Managers,"Monitor and operate communications systems, such as mobile radios.",Core,5.0,5.0,3.29,80.67,,,"['Monitoring Processes, Materials, or Surroundings', 'Controlling Machines and Processes']","['4.A.1.a.2', '4.A.3.a.3']","Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15466,11-3051.04,Biomass Power Plant Managers,Compile and record operational data on forms or in log books.,Supplemental,5.0,5.0,3.93,65.8,,,"['Processing Information', 'Documenting/Recording Information']","['4.A.2.a.2', '4.A.3.b.6']","Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15479,11-3051.04,Biomass Power Plant Managers,"Monitor the operating status of biomass plants by observing control system parameters, distributed control systems, switchboard gauges, dials, or other indicators.",Supplemental,5.0,5.0,3.79,66.66,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15512,11-3051.06,Hydroelectric Production Managers,"Maintain records of hydroelectric facility operations, maintenance, or repairs.",Core,5.0,5.0,4.16,98.54,,,['Documenting/Recording Information'],['4.A.3.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15508,11-3051.06,Hydroelectric Production Managers,Plan or coordinate hydroelectric production operations to meet customer requirements.,Core,5.0,5.0,4.09,80.3,,,"['Thinking Creatively', 'Guiding, Directing, and Motivating Subordinates']","['4.A.2.b.2', '4.A.4.b.4']","Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15518,11-3051.06,Hydroelectric Production Managers,"Check hydroelectric operations for compliance with prescribed operating limits, such as loads, voltages, temperatures, lines, or equipment.",Core,5.0,5.0,4.07,86.02,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15517,11-3051.06,Hydroelectric Production Managers,Create or enforce hydrostation voltage schedules.,Supplemental,5.0,5.0,3.67,40.1,,,['Scheduling Work and Activities'],['4.A.2.b.5'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
1021,11-3061.00,Purchasing Managers,"Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.",Core,4.0,4.0,4.53,100.0,150630.0,81240.0,"['Getting Information', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.1.a.1', '4.A.4.a.2']","Kinh doanh, tài chính và quản trị tổ chức",10,2.0,1.9,3.1,2.3,2.7,2.0,3.6,3.1,3.4,3.5,20.0,10.0,10.0,0.0,0.0,0.0,0.0,40.0,50.0,60.0,30.0,40.0,10.0,3,2.6666666666666665,3.6666666666666665,3.0,2.6666666666666665,4.0,3.6666666666666665
1033,11-3061.00,Purchasing Managers,Prepare bid awards requiring board approval.,Core,3.0,3.0,4.22,94.74,150630.0,81240.0,['Documenting/Recording Information'],['4.A.3.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",7,3.2857142857142856,1.2857142857142858,2.7142857142857144,1.7142857142857142,2.5714285714285716,1.5714285714285714,2.857142857142857,2.7142857142857144,3.4285714285714284,2.857142857142857,57.14285714285714,42.857142857142854,57.14285714285714,14.285714285714285,14.285714285714285,42.857142857142854,14.285714285714285,71.42857142857143,57.14285714285714,42.857142857142854,57.14285714285714,14.285714285714285,28.57142857142857,2,4.0,1.0,2.5,2.5,2.0,2.0
1025,11-3061.00,Purchasing Managers,Review purchase order claims and contracts for conformance to company policy.,Core,3.0,3.0,4.18,89.47,150630.0,81240.0,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3'],"Kinh doanh, tài chính và quản trị tổ chức",10,3.7,1.7,2.6,2.1,2.0,1.7,2.2,2.0,2.4,2.4,60.0,50.0,40.0,0.0,10.0,40.0,0.0,0.0,10.0,20.0,30.0,20.0,0.0,3,4.333333333333333,1.6666666666666667,2.3333333333333335,2.6666666666666665,2.0,1.6666666666666667
1031,11-3061.00,Purchasing Managers,"Review, evaluate, and approve specifications for issuing and awarding bids.",Core,4.0,4.0,4.18,89.47,150630.0,81240.0,"['Processing Information', 'Making Decisions and Solving Problems']","['4.A.2.a.2', '4.A.2.b.1']","Kinh doanh, tài chính và quản trị tổ chức",5,3.6,2.4,3.6,2.0,2.4,2.0,2.4,2.6,3.2,2.8,40.0,80.0,60.0,20.0,0.0,60.0,0.0,60.0,40.0,20.0,80.0,40.0,0.0,2,4.0,1.5,3.0,2.0,1.5,2.5
