Task ID,O*NET-SOC Code,Occupation,Task,Task Type,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill,Skill ID,Industry Group,Worker Rating Count,Worker Automation Desire,Worker Time Rating,Worker Core Skill,Worker Job Security,Worker Enjoyment,Worker Physical Req,Worker Interpersonal Req,Worker Uncertainty Req,Worker Domain Req,Worker Agency Req,Worker Auto Reason Free Time,Worker Auto Reason Repetitive,Worker Auto Reason Human Error,Worker Auto Reason Stress,Worker Auto Reason Difficulty,Worker Auto Reason Scale,Worker Agency Reason Physical,Worker Agency Reason Control,Worker Agency Reason Domain,Worker Agency Reason Empathy,Worker Agency Reason Quality,Worker Agency Reason Dynamic,Worker Agency Reason Ethical,Expert Rating Count,Expert Automation Capacity,Expert Physical Req,Expert Uncertainty Req,Expert Domain Req,Expert Interpersonal Req,Expert Agency Req
15593,11-9121.01,Clinical Research Coordinators,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.",Core,3.0,3.0,4.22,89.22,,,['Analyzing Data or Information'],['4.A.2.a.4'],"Y tế, dược và khoa học sự sống",10,2.4,2.7,4.2,3.3,3.6,2.2,3.0,3.7,3.9,4.1,20.0,0.0,20.0,30.0,30.0,30.0,10.0,50.0,70.0,50.0,70.0,40.0,70.0,3,2.3333333333333335,1.6666666666666667,2.6666666666666665,4.0,2.0,3.6666666666666665
15608,11-9121.01,Clinical Research Coordinators,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",Core,3.0,3.0,4.11,76.34,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],"Y tế, dược và khoa học sự sống",10,2.8,3.0,4.1,2.8,3.5,2.4,3.7,3.4,3.9,3.5,40.0,10.0,20.0,40.0,30.0,30.0,0.0,20.0,40.0,40.0,40.0,30.0,40.0,2,3.5,1.5,1.5,3.5,2.5,2.5
15592,11-9121.01,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,Core,5.0,5.0,4.08,83.81,,,['Documenting/Recording Information'],['4.A.3.b.6'],"Y tế, dược và khoa học sự sống",10,2.9,2.2,2.9,2.5,2.4,1.9,2.7,2.4,2.8,2.7,60.0,50.0,40.0,20.0,10.0,40.0,20.0,20.0,20.0,30.0,30.0,30.0,40.0,3,3.0,1.3333333333333333,2.6666666666666665,3.6666666666666665,2.6666666666666665,2.6666666666666665
15609,11-9121.01,Clinical Research Coordinators,"Code, evaluate, or interpret collected study data.",Core,3.0,3.0,4.07,72.21,,,"['Analyzing Data or Information', 'Working with Computers']","['4.A.2.a.4', '4.A.3.b.1']","Y tế, dược và khoa học sự sống",10,2.8,2.8,3.4,2.8,3.3,1.8,2.7,2.8,3.6,3.8,20.0,40.0,30.0,30.0,10.0,20.0,10.0,30.0,50.0,20.0,30.0,10.0,30.0,2,4.0,1.0,2.0,4.5,2.0,3.0
15600,11-9121.01,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,Core,3.0,3.0,3.96,68.66,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],"Y tế, dược và khoa học sự sống",10,2.9,1.8,2.4,1.7,2.2,2.0,2.8,2.2,2.4,3.0,40.0,20.0,10.0,10.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,2,3.0,3.0,1.5,3.0,3.5,3.0
15598,11-9121.01,Clinical Research Coordinators,Order drugs or devices necessary for study completion.,Core,3.0,3.0,3.85,70.47,,,['Monitoring and Controlling Resources'],['4.A.4.c.3'],"Y tế, dược và khoa học sự sống",10,3.3,2.9,3.5,2.9,3.2,2.4,2.8,2.8,2.9,2.9,80.0,40.0,40.0,20.0,10.0,50.0,40.0,30.0,30.0,50.0,50.0,30.0,40.0,2,4.5,1.0,2.5,1.5,1.5,1.5
15607,11-9121.01,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.,Core,4.0,4.0,3.62,78.48,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],"Y tế, dược và khoa học sự sống",10,3.4,2.7,3.6,2.5,3.0,2.8,3.5,3.0,3.2,2.8,60.0,50.0,60.0,40.0,20.0,20.0,10.0,10.0,10.0,20.0,10.0,30.0,10.0,3,2.0,3.0,2.6666666666666665,4.333333333333333,3.0,3.6666666666666665
15583,11-9121.01,Clinical Research Coordinators,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",Core,3.0,3.0,3.48,84.9,,,['Updating and Using Relevant Knowledge'],['4.A.2.b.3'],"Y tế, dược và khoa học sự sống",10,2.1,1.6,3.7,2.5,2.7,2.3,2.7,2.1,3.9,3.7,30.0,20.0,20.0,30.0,10.0,20.0,40.0,30.0,60.0,40.0,50.0,40.0,30.0,4,2.25,2.75,2.5,4.5,3.25,3.25
15590,11-9121.01,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,Supplemental,4.0,4.0,3.58,49.05,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],"Y tế, dược và khoa học sự sống",9,3.2222222222222223,1.3333333333333333,2.0,1.8888888888888888,1.7777777777777777,2.0,3.3333333333333335,2.888888888888889,3.111111111111111,3.111111111111111,44.44444444444444,33.33333333333333,22.22222222222222,22.22222222222222,11.11111111111111,11.11111111111111,11.11111111111111,44.44444444444444,55.55555555555556,66.66666666666666,55.55555555555556,44.44444444444444,22.22222222222222,3,2.3333333333333335,2.6666666666666665,3.0,4.333333333333333,3.3333333333333335,3.6666666666666665
15584,11-9121.01,Clinical Research Coordinators,Register protocol patients with appropriate statistical centers as required.,Supplemental,4.0,4.0,3.48,44.36,,,['Performing Administrative Activities'],['4.A.4.c.1'],"Y tế, dược và khoa học sự sống",4,4.0,3.5,3.75,4.0,3.5,3.5,4.25,3.75,3.5,4.25,50.0,50.0,50.0,50.0,25.0,50.0,25.0,50.0,75.0,50.0,75.0,50.0,75.0,2,4.0,2.0,3.0,2.5,1.5,2.0
18090,15-1211.01,Health Informatics Specialists,"Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.",Core,3.0,3.0,4.81,100.0,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],"Y tế, dược và khoa học sự sống",4,3.25,2.5,2.5,2.5,2.75,1.75,2.75,1.75,3.25,2.25,75.0,25.0,50.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,2,3.0,1.5,1.5,2.0,3.0,3.0
18092,15-1211.01,Health Informatics Specialists,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,Core,6.0,6.0,4.71,100.0,,,['Thinking Creatively'],['4.A.2.b.2'],"Y tế, dược và khoa học sự sống",3,2.6666666666666665,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.3333333333333335,3.0,2.6666666666666665,1.3333333333333333,33.33333333333333,66.66666666666666,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.6666666666666665,1.3333333333333333,3.0,3.6666666666666665,3.6666666666666665,3.3333333333333335
18094,15-1211.01,Health Informatics Specialists,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",Core,5.0,5.0,4.33,100.0,,,['Analyzing Data or Information'],['4.A.2.a.4'],"Y tế, dược và khoa học sự sống",6,2.8333333333333335,3.0,3.0,2.6666666666666665,3.0,1.8333333333333333,3.0,3.0,3.0,3.0,66.66666666666666,0.0,50.0,0.0,16.666666666666664,50.0,33.33333333333333,16.666666666666664,50.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,2,3.0,1.5,2.0,2.5,3.0,3.0
18101,15-1211.01,Health Informatics Specialists,"Identify, collect, record, or analyze data relevant to the nursing care of patients.",Core,5.0,5.0,4.24,100.0,,,"['Analyzing Data or Information', 'Documenting/Recording Information']","['4.A.2.a.4', '4.A.3.b.6']","Y tế, dược và khoa học sự sống",6,3.1666666666666665,3.0,3.6666666666666665,2.6666666666666665,3.1666666666666665,2.0,3.1666666666666665,2.8333333333333335,3.5,3.0,66.66666666666666,33.33333333333333,33.33333333333333,16.666666666666664,16.666666666666664,50.0,0.0,0.0,16.666666666666664,33.33333333333333,33.33333333333333,16.666666666666664,33.33333333333333,2,2.5,1.5,3.5,4.0,4.0,4.0
18093,15-1211.01,Health Informatics Specialists,"Develop, implement, or evaluate health information technology applications, tools, processes, or structures to assist nurses with data management.",Core,3.0,3.0,4.15,100.0,,,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']","['4.A.2.a.1', '4.A.2.b.2']","Y tế, dược và khoa học sự sống",4,2.5,3.75,3.5,3.5,3.75,2.5,3.0,3.5,3.25,3.25,0.0,25.0,25.0,25.0,0.0,50.0,50.0,25.0,75.0,50.0,50.0,75.0,50.0,2,3.0,2.0,2.5,2.5,3.5,2.5
18088,15-1211.01,Health Informatics Specialists,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",Core,4.0,4.0,4.14,100.0,,,"['Inspecting Equipment, Structures, or Materials', 'Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']","['4.A.1.b.2', '4.A.2.a.1', '4.A.2.b.2']","Y tế, dược và khoa học sự sống",6,2.6666666666666665,2.0,3.3333333333333335,1.8333333333333333,2.6666666666666665,2.1666666666666665,3.1666666666666665,2.5,2.5,2.8333333333333335,50.0,0.0,50.0,16.666666666666664,0.0,33.33333333333333,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,3,2.6666666666666665,1.3333333333333333,3.0,3.3333333333333335,3.3333333333333335,4.0
18095,15-1211.01,Health Informatics Specialists,"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",Core,5.0,5.0,3.9,100.0,,,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1'],"Y tế, dược và khoa học sự sống",4,2.0,3.5,3.5,2.5,2.75,2.25,2.5,3.25,3.25,2.25,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,25.0,3,2.6666666666666665,1.0,2.6666666666666665,4.0,3.3333333333333335,3.3333333333333335
18100,15-1211.01,Health Informatics Specialists,"Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.",Core,3.0,3.0,3.81,100.0,,,['Developing Objectives and Strategies'],['4.A.2.b.4'],"Y tế, dược và khoa học sự sống",4,2.5,2.75,3.25,2.25,3.0,2.25,2.25,2.25,2.75,2.25,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,3,2.0,2.0,3.0,4.0,4.333333333333333,4.0
18103,15-1211.01,Health Informatics Specialists,Provide consultation to nurses regarding hardware or software configuration.,Core,3.0,3.0,3.43,100.0,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],"Y tế, dược và khoa học sự sống",3,2.0,2.3333333333333335,3.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.0,3.0,3.0,1.6666666666666667,0.0,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,1.5,1.5,1.5,3.0,2.0
16284,15-2051.02,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information.",Core,5.0,5.0,4.37,100.0,,,"['Processing Information', 'Working with Computers']","['4.A.2.a.2', '4.A.3.b.1']","Y tế, dược và khoa học sự sống",7,3.5714285714285716,2.142857142857143,3.142857142857143,1.7142857142857142,2.857142857142857,1.4285714285714286,2.0,2.142857142857143,2.4285714285714284,2.7142857142857144,71.42857142857143,71.42857142857143,57.14285714285714,42.857142857142854,14.285714285714285,28.57142857142857,14.285714285714285,28.57142857142857,28.57142857142857,14.285714285714285,14.285714285714285,14.285714285714285,0.0,2,3.0,1.5,2.5,3.0,1.5,3.0
16280,15-2051.02,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",Core,5.0,5.0,4.32,95.0,,,['Analyzing Data or Information'],['4.A.2.a.4'],"Y tế, dược và khoa học sự sống",6,4.0,2.3333333333333335,2.6666666666666665,2.1666666666666665,2.3333333333333335,1.1666666666666667,2.1666666666666665,2.8333333333333335,3.6666666666666665,2.8333333333333335,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,16.666666666666664,66.66666666666666,0.0,33.33333333333333,50.0,16.666666666666664,16.666666666666664,16.666666666666664,33.33333333333333,2,3.0,1.5,2.5,3.0,3.0,3.5
16279,15-2051.02,Clinical Data Managers,Monitor work productivity or quality to ensure compliance with standard operating procedures.,Core,5.0,5.0,4.05,100.0,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Y tế, dược và khoa học sự sống",5,3.4,1.8,2.4,1.8,2.6,1.4,3.2,2.8,2.8,2.8,60.0,60.0,40.0,40.0,0.0,20.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,2,3.0,2.0,2.5,2.0,3.0,2.0
16277,15-2051.02,Clinical Data Managers,"Prepare data analysis listings and activity, performance, or progress reports.",Core,3.0,3.0,3.95,95.0,,,['Documenting/Recording Information'],['4.A.3.b.6'],"Y tế, dược và khoa học sự sống",8,3.375,2.125,3.25,2.5,2.625,2.125,2.375,3.125,3.0,3.5,62.5,25.0,37.5,25.0,12.5,50.0,0.0,50.0,50.0,37.5,37.5,37.5,50.0,2,3.5,1.5,2.5,3.5,1.5,4.5
16283,15-2051.02,Clinical Data Managers,Analyze clinical data using appropriate statistical tools.,Core,3.0,3.0,3.71,70.0,,,['Analyzing Data or Information'],['4.A.2.a.4'],"Y tế, dược và khoa học sự sống",9,3.6666666666666665,2.888888888888889,3.3333333333333335,2.0,2.111111111111111,1.6666666666666667,2.3333333333333335,3.111111111111111,3.4444444444444446,3.2222222222222223,77.77777777777779,66.66666666666666,33.33333333333333,22.22222222222222,11.11111111111111,44.44444444444444,11.11111111111111,22.22222222222222,55.55555555555556,11.11111111111111,55.55555555555556,44.44444444444444,55.55555555555556,2,3.0,2.0,4.5,4.0,3.0,3.5
16270,15-2051.02,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.,Core,3.0,3.0,3.65,85.0,,,"['Developing Objectives and Strategies', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.2.b.4', '4.A.4.a.2']","Y tế, dược và khoa học sự sống",6,3.5,2.3333333333333335,3.1666666666666665,2.1666666666666665,2.0,1.8333333333333333,4.0,4.166666666666667,3.6666666666666665,3.6666666666666665,50.0,33.33333333333333,50.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,33.33333333333333,50.0,50.0,33.33333333333333,33.33333333333333,16.666666666666664,2,2.5,1.5,2.5,3.5,4.5,3.5
16274,15-2051.02,Clinical Data Managers,"Track the flow of work forms, including in-house data flow or electronic forms transfer.",Core,4.0,4.0,3.45,100.0,,,['Getting Information'],['4.A.1.a.1'],"Y tế, dược và khoa học sự sống",3,3.6666666666666665,2.6666666666666665,2.6666666666666665,3.3333333333333335,2.6666666666666665,1.6666666666666667,3.0,3.0,3.0,2.6666666666666665,100.0,66.66666666666666,100.0,33.33333333333333,0.0,66.66666666666666,0.0,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,2,2.5,3.0,4.0,3.5,2.5,3.0
17709,15-2099.01,Bioinformatics Technicians,"Analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",Core,5.0,5.0,3.98,94.66,,,['Analyzing Data or Information'],['4.A.2.a.4'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
17715,15-2099.01,Bioinformatics Technicians,"Extend existing software programs, web-based interactive tools, or database queries as sequence management and analysis needs evolve.",Core,3.0,3.0,3.88,73.79,,,['Thinking Creatively'],['4.A.2.b.2'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
17716,15-2099.01,Bioinformatics Technicians,Maintain awareness of new and emerging computational methods and technologies.,Core,4.0,4.0,3.87,86.69,,,['Updating and Using Relevant Knowledge'],['4.A.2.b.3'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
17721,15-2099.01,Bioinformatics Technicians,Conduct quality analyses of data inputs and resulting analyses or predictions.,Core,5.0,5.0,3.82,91.96,,,['Analyzing Data or Information'],['4.A.2.a.4'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
17707,15-2099.01,Bioinformatics Technicians,"Enter or retrieve information from structural databases, protein sequence motif databases, mutation databases, genomic databases or gene expression databases.",Core,4.0,4.0,3.79,69.05,,,"['Getting Information', 'Working with Computers']","['4.A.1.a.1', '4.A.3.b.1']","Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
17712,15-2099.01,Bioinformatics Technicians,Design or implement web-based tools for querying large-scale biological databases.,Supplemental,5.0,5.0,3.85,57.72,,,['Thinking Creatively'],['4.A.2.b.2'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
17708,15-2099.01,Bioinformatics Technicians,"Monitor database performance and perform any necessary maintenance, upgrades, or repairs.",Supplemental,3.0,3.0,3.59,56.83,,,"['Judging the Qualities of Objects, Services, or People', 'Repairing and Maintaining Mechanical Equipment']","['4.A.2.a.1', '4.A.3.b.4']","Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
17724,15-2099.01,Bioinformatics Technicians,"Perform routine system administrative functions, such as troubleshooting, back-ups, or upgrades.",Supplemental,5.0,5.0,3.36,58.15,,,['Working with Computers'],['4.A.3.b.1'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
17718,15-2099.01,Bioinformatics Technicians,Test new or updated software or tools and provide feedback to developers.,Supplemental,3.0,3.0,3.06,61.77,,,['Thinking Creatively'],['4.A.2.b.2'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
8979,17-2031.00,Bioengineers and Biomedical Engineers,Adapt or design computer hardware or software for medical science uses.,Core,4.0,4.0,4.09,100.0,115020.0,21860.0,['Thinking Creatively'],['4.A.2.b.2'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
8973,17-2031.00,Bioengineers and Biomedical Engineers,Develop models or computer simulations of human biobehavioral systems to obtain data for measuring or controlling life processes.,Core,4.0,4.0,3.86,95.65,115020.0,21860.0,['Thinking Creatively'],['4.A.2.b.2'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
21861,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Conduct research to evaluate safety levels for products.,Core,3.0,3.0,4.36,95.65,113770.0,23220.0,['Getting Information'],['4.A.1.a.1'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
21864,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Maintain and apply knowledge of current policies, regulations, and industrial processes.",Core,5.0,5.0,4.29,100.0,113770.0,23220.0,['Updating and Using Relevant Knowledge'],['4.A.2.b.3'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
21866,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Report or review findings from accident investigations, facilities inspections, or environmental testing.",Core,3.0,3.0,4.23,100.0,113770.0,23220.0,['Documenting/Recording Information'],['4.A.3.b.6'],"Y tế, dược và khoa học sự sống",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
