Task ID,O*NET-SOC Code,Occupation,Task,Task Type,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill,Skill ID,Industry Group,Worker Rating Count,Worker Automation Desire,Worker Time Rating,Worker Core Skill,Worker Job Security,Worker Enjoyment,Worker Physical Req,Worker Interpersonal Req,Worker Uncertainty Req,Worker Domain Req,Worker Agency Req,Worker Auto Reason Free Time,Worker Auto Reason Repetitive,Worker Auto Reason Human Error,Worker Auto Reason Stress,Worker Auto Reason Difficulty,Worker Auto Reason Scale,Worker Agency Reason Physical,Worker Agency Reason Control,Worker Agency Reason Domain,Worker Agency Reason Empathy,Worker Agency Reason Quality,Worker Agency Reason Dynamic,Worker Agency Reason Ethical,Expert Rating Count,Expert Automation Capacity,Expert Physical Req,Expert Uncertainty Req,Expert Domain Req,Expert Interpersonal Req,Expert Agency Req
24,11-3012.00,Administrative Services Managers,"Plan, administer, and control budgets for contracts, equipment, and supplies.",Supplemental,5.0,5.0,4.06,66.15,126030.0,254140.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
978,11-3021.00,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,Core,3.0,3.0,4.08,99.97,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],"Công nghệ thông tin, AI và phân tích dữ liệu",10,3.2,2.2,2.6,2.0,2.5,2.1,3.3,2.7,3.4,3.0,40.0,30.0,40.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,2.5,3.5,4.0,4.0
969,11-3021.00,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",Core,5.0,5.0,4.04,92.97,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1'],"Công nghệ thông tin, AI và phân tích dữ liệu",10,3.5,2.6,3.7,2.0,3.3,2.1,2.9,2.7,3.0,2.4,50.0,20.0,10.0,20.0,20.0,40.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,2,2.0,1.5,2.0,2.5,2.5,3.5
971,11-3021.00,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",Core,3.0,3.0,3.94,81.61,187990.0,645970.0,['Thinking Creatively'],['4.A.2.b.2'],"Công nghệ thông tin, AI và phân tích dữ liệu",10,3.6,2.9,3.3,2.4,3.1,2.2,3.1,3.1,3.7,2.8,60.0,20.0,50.0,20.0,20.0,30.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,2,3.0,1.5,2.5,3.5,1.5,2.5
970,11-3021.00,Computer and Information Systems Managers,Stay abreast of advances in technology.,Core,4.0,4.0,3.88,100.0,187990.0,645970.0,['Updating and Using Relevant Knowledge'],['4.A.2.b.3'],"Công nghệ thông tin, AI và phân tích dữ liệu",10,3.3,1.7,2.8,1.7,2.9,1.6,1.9,2.5,2.8,2.3,40.0,30.0,10.0,10.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.5,1.0,1.0,4.0,1.0,3.5
972,11-3021.00,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,Core,3.0,3.0,3.68,87.19,187990.0,645970.0,"['Getting Information', 'Judging the Qualities of Objects, Services, or People']","['4.A.1.a.1', '4.A.2.a.1']","Công nghệ thông tin, AI và phân tích dữ liệu",10,2.7,2.8,3.9,2.6,3.5,2.8,3.4,3.2,3.5,2.8,30.0,20.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,2,2.5,2.0,2.0,2.5,1.5,3.0
980,11-3021.00,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,Core,5.0,5.0,3.63,95.71,187990.0,645970.0,['Documenting/Recording Information'],['4.A.3.b.6'],"Công nghệ thông tin, AI và phân tích dữ liệu",11,3.1818181818181817,2.3636363636363638,2.909090909090909,2.3636363636363638,3.090909090909091,2.1818181818181817,2.8181818181818183,2.5454545454545454,2.727272727272727,2.5454545454545454,36.36363636363637,27.27272727272727,18.181818181818183,9.090909090909092,0.0,36.36363636363637,0.0,9.090909090909092,9.090909090909092,9.090909090909092,0.0,0.0,0.0,2,3.5,1.0,2.5,3.0,2.5,2.5
979,11-3021.00,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,Core,3.0,3.0,3.59,70.83,187990.0,645970.0,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1'],"Công nghệ thông tin, AI và phân tích dữ liệu",10,3.6,2.9,3.6,2.1,3.2,2.9,3.4,2.9,3.6,3.0,50.0,10.0,30.0,10.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.5,2.0,3.5,1.5,2.5
974,11-3021.00,Computer and Information Systems Managers,Control operational budget and expenditures.,Core,3.0,3.0,3.53,84.33,187990.0,645970.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],"Công nghệ thông tin, AI và phân tích dữ liệu",10,3.7,2.8,3.5,2.5,3.7,2.2,3.3,4.1,3.7,3.4,60.0,10.0,60.0,20.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.5,2.5,1.5,3.0
966,11-3021.00,Computer and Information Systems Managers,"Manage backup, security and user help systems.",Supplemental,5.0,5.0,4.19,65.58,187990.0,645970.0,['Thinking Creatively'],['4.A.2.b.2'],"Công nghệ thông tin, AI và phân tích dữ liệu",10,3.0,2.9,3.6,2.6,3.4,2.4,2.8,2.9,2.8,2.8,40.0,20.0,30.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.5,1.0,2.0,3.5,2.0,2.5
21319,11-3031.00,Financial Managers,Oversee the flow of cash or financial instruments.,Core,5.0,5.0,4.2,72.26,180470.0,818620.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",5,2.8,2.6,3.8,3.6,3.6,2.6,3.2,2.8,3.4,3.0,40.0,20.0,40.0,0.0,20.0,40.0,0.0,40.0,20.0,20.0,60.0,40.0,40.0,2,3.0,1.0,3.5,2.5,1.0,2.5
21315,11-3031.00,Financial Managers,Evaluate data pertaining to costs to plan budgets.,Core,3.0,3.0,3.61,70.1,180470.0,818620.0,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",6,2.6666666666666665,2.1666666666666665,3.0,3.1666666666666665,2.6666666666666665,2.0,3.0,3.1666666666666665,3.1666666666666665,3.1666666666666665,33.33333333333333,16.666666666666664,33.33333333333333,16.666666666666664,0.0,50.0,16.666666666666664,83.33333333333334,50.0,50.0,33.33333333333333,33.33333333333333,16.666666666666664,2,4.0,1.0,3.5,2.0,1.5,2.0
21321,11-3031.00,Financial Managers,Develop or analyze information to assess the current or future financial status of firms.,Supplemental,5.0,5.0,4.14,43.38,180470.0,818620.0,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",7,2.5714285714285716,2.857142857142857,3.5714285714285716,3.2857142857142856,4.0,2.4285714285714284,3.142857142857143,3.142857142857143,3.7142857142857144,3.142857142857143,28.57142857142857,0.0,42.857142857142854,0.0,0.0,14.285714285714285,14.285714285714285,71.42857142857143,42.857142857142854,28.57142857142857,28.57142857142857,42.857142857142854,14.285714285714285,2,4.0,1.0,3.5,3.5,1.5,2.0
21318,11-3031.00,Financial Managers,"Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",Supplemental,5.0,5.0,4.09,47.62,180470.0,818620.0,"['Making Decisions and Solving Problems', 'Guiding, Directing, and Motivating Subordinates']","['4.A.2.b.1', '4.A.4.b.4']","Kinh doanh, tài chính và quản trị tổ chức",3,3.0,1.6666666666666667,3.0,2.6666666666666665,3.0,2.3333333333333335,3.0,4.0,3.3333333333333335,2.3333333333333335,33.33333333333333,0.0,33.33333333333333,0.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,0.0,2,3.0,2.5,5.0,4.0,2.5,3.0
21320,11-3031.00,Financial Managers,"Prepare financial or regulatory reports required by laws, regulations, or boards of directors.",Supplemental,3.0,3.0,4.04,51.99,180470.0,818620.0,['Documenting/Recording Information'],['4.A.3.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",7,2.5714285714285716,2.5714285714285716,3.4285714285714284,3.7142857142857144,3.4285714285714284,2.2857142857142856,3.4285714285714284,3.142857142857143,3.5714285714285716,2.7142857142857144,14.285714285714285,28.57142857142857,28.57142857142857,14.285714285714285,14.285714285714285,28.57142857142857,0.0,28.57142857142857,28.57142857142857,28.57142857142857,0.0,14.285714285714285,14.285714285714285,2,4.0,1.5,1.5,3.5,1.5,2.0
21317,11-3031.00,Financial Managers,"Examine, evaluate, or process loan applications.",Supplemental,5.0,5.0,3.98,44.6,180470.0,818620.0,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",5,2.8,2.4,3.2,2.6,2.6,1.8,3.0,3.2,3.2,2.8,20.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0,20.0,40.0,20.0,0.0,20.0,2,4.0,2.5,2.5,3.0,2.0,2.0
21314,11-3031.00,Financial Managers,Prepare operational or risk reports for management analysis.,Supplemental,3.0,3.0,3.65,43.32,180470.0,818620.0,['Documenting/Recording Information'],['4.A.3.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",8,3.0,2.875,3.5,2.875,3.375,2.0,2.625,3.0,3.5,2.75,25.0,50.0,37.5,12.5,12.5,62.5,12.5,37.5,25.0,12.5,25.0,25.0,12.5,2,4.0,1.0,2.5,3.5,1.5,2.0
21326,11-3031.00,Financial Managers,Review collection reports to determine the status of collections and the amounts of outstanding balances.,Supplemental,5.0,5.0,3.61,45.61,180470.0,818620.0,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",4,3.25,3.0,3.5,3.25,3.5,2.25,2.0,2.5,2.75,2.5,75.0,75.0,25.0,25.0,0.0,25.0,50.0,25.0,25.0,25.0,50.0,0.0,0.0,2,5.0,1.0,2.0,1.0,1.0,1.0
21329,11-3031.00,Financial Managers,Review reports of securities transactions or price lists to analyze market conditions.,Supplemental,3.0,3.0,3.18,25.66,180470.0,818620.0,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",6,3.0,2.0,3.0,3.3333333333333335,3.3333333333333335,2.5,2.3333333333333335,3.1666666666666665,3.8333333333333335,2.5,66.66666666666666,16.666666666666664,50.0,0.0,0.0,50.0,0.0,33.33333333333333,16.666666666666664,0.0,0.0,16.666666666666664,0.0,2,4.5,1.0,2.5,3.5,1.0,1.5
8870,11-3031.01,Treasurers and Controllers,Evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations.,Core,5.0,5.0,4.52,96.0,,,"['Making Decisions and Solving Problems', 'Providing Consultation and Advice to Others']","['4.A.2.b.1', '4.A.4.b.6']",Khác,5,2.0,2.2,2.8,2.6,2.4,2.4,3.0,3.4,3.8,3.4,20.0,0.0,0.0,0.0,0.0,20.0,0.0,60.0,60.0,60.0,60.0,60.0,20.0,2,3.0,1.5,4.0,3.5,1.5,3.0
20168,11-3031.01,Treasurers and Controllers,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",Core,5.0,5.0,4.4,100.0,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],Khác,9,3.0,2.3333333333333335,3.3333333333333335,1.8888888888888888,2.5555555555555554,2.2222222222222223,2.4444444444444446,2.888888888888889,3.0,2.6666666666666665,55.55555555555556,11.11111111111111,11.11111111111111,11.11111111111111,0.0,44.44444444444444,0.0,22.22222222222222,33.33333333333333,22.22222222222222,33.33333333333333,33.33333333333333,11.11111111111111,3,4.0,2.0,3.3333333333333335,3.3333333333333335,2.0,2.3333333333333335
8861,11-3031.01,Treasurers and Controllers,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",Core,5.0,5.0,4.33,96.0,,,['Making Decisions and Solving Problems'],['4.A.2.b.1'],Khác,5,2.6,2.4,2.6,2.4,2.8,2.6,2.4,2.6,2.8,2.8,40.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,40.0,0.0,0.0,4,3.5,1.75,4.25,3.0,3.25,3.0
8865,11-3031.01,Treasurers and Controllers,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.",Core,3.0,3.0,4.22,92.0,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],Khác,7,2.0,2.7142857142857144,4.428571428571429,3.2857142857142856,3.7142857142857144,2.0,3.7142857142857144,3.857142857142857,4.0,4.428571428571429,14.285714285714285,0.0,0.0,0.0,0.0,14.285714285714285,42.857142857142854,71.42857142857143,71.42857142857143,42.857142857142854,57.14285714285714,57.14285714285714,28.57142857142857,3,3.0,2.0,3.3333333333333335,3.3333333333333335,3.0,3.3333333333333335
8867,11-3031.01,Treasurers and Controllers,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",Core,3.0,3.0,4.08,96.0,,,['Analyzing Data or Information'],['4.A.2.a.4'],Khác,8,2.5,1.875,3.625,2.375,3.125,1.75,3.125,3.375,3.75,3.25,50.0,0.0,12.5,0.0,12.5,37.5,0.0,25.0,50.0,37.5,50.0,37.5,25.0,3,4.0,1.6666666666666667,2.6666666666666665,3.0,1.3333333333333333,2.3333333333333335
8873,11-3031.01,Treasurers and Controllers,"Compute, withhold, and account for all payroll deductions.",Supplemental,3.0,3.0,4.0,28.0,,,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3'],Khác,4,3.0,1.25,2.5,1.5,1.75,2.75,2.0,2.0,2.5,2.5,25.0,50.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,25.0,0.0,3,4.666666666666667,1.3333333333333333,2.6666666666666665,3.0,1.6666666666666667,1.3333333333333333
15679,11-3031.03,Investment Fund Managers,Select specific investments or investment mixes for purchase by an investment fund.,Core,5.0,5.0,4.61,86.1,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15669,11-3031.03,Investment Fund Managers,Monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,Core,5.0,5.0,4.56,98.06,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15676,11-3031.03,Investment Fund Managers,Select or direct the execution of trades.,Core,5.0,5.0,4.48,74.46,,,"['Making Decisions and Solving Problems', 'Guiding, Directing, and Motivating Subordinates']","['4.A.2.b.1', '4.A.4.b.4']","Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15667,11-3031.03,Investment Fund Managers,"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",Core,5.0,5.0,4.38,89.62,,,['Analyzing Data or Information'],['4.A.2.a.4'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15668,11-3031.03,Investment Fund Managers,"Present investment information, such as product risks, fees, or fund performance statistics.",Core,3.0,3.0,4.23,92.21,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15664,11-3031.03,Investment Fund Managers,"Develop, implement, or monitor security valuation policies.",Core,5.0,5.0,4.22,88.32,,,"['Monitoring Processes, Materials, or Surroundings', 'Making Decisions and Solving Problems', 'Developing Objectives and Strategies']","['4.A.1.a.2', '4.A.2.b.1', '4.A.2.b.4']","Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15670,11-3031.03,Investment Fund Managers,Monitor regulatory or tax law changes to ensure fund compliance or to capitalize on development opportunities.,Core,3.0,3.0,3.72,70.97,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
15415,11-3051.01,Quality Control Systems Managers,Review and update standard operating procedures or quality assurance manuals.,Core,3.0,3.0,4.35,98.75,,,['Documenting/Recording Information'],['4.A.3.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",7,3.4285714285714284,2.5714285714285716,3.5714285714285716,1.5714285714285714,2.7142857142857144,1.5714285714285714,2.7142857142857144,2.7142857142857144,3.5714285714285716,3.4285714285714284,57.14285714285714,14.285714285714285,14.285714285714285,0.0,0.0,28.57142857142857,14.285714285714285,57.14285714285714,57.14285714285714,42.857142857142854,71.42857142857143,14.285714285714285,28.57142857142857,3,4.0,1.3333333333333333,1.3333333333333333,3.0,2.0,2.0
15430,11-3051.01,Quality Control Systems Managers,Monitor performance of quality control systems to ensure effectiveness and efficiency.,Core,5.0,5.0,4.33,93.61,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],"Kinh doanh, tài chính và quản trị tổ chức",8,3.125,3.125,4.0,1.625,3.125,2.0,3.125,3.25,3.375,2.875,37.5,0.0,37.5,12.5,0.0,25.0,37.5,50.0,12.5,37.5,37.5,50.0,12.5,3,4.333333333333333,1.6666666666666667,2.6666666666666665,2.6666666666666665,1.3333333333333333,2.0
15414,11-3051.01,Quality Control Systems Managers,Review quality documentation necessary for regulatory submissions and inspections.,Core,5.0,5.0,4.24,98.78,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3'],"Kinh doanh, tài chính và quản trị tổ chức",4,3.25,2.75,3.5,2.5,2.75,1.5,2.75,3.25,3.75,2.25,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,25.0,50.0,3,4.333333333333333,2.6666666666666665,2.3333333333333335,3.0,1.3333333333333333,1.6666666666666667
15428,11-3051.01,Quality Control Systems Managers,Analyze quality control test results and provide feedback and interpretation to production management or staff.,Core,3.0,3.0,4.23,90.71,,,"['Analyzing Data or Information', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.2.a.4', '4.A.4.a.2']","Kinh doanh, tài chính và quản trị tổ chức",6,2.5,3.1666666666666665,3.3333333333333335,1.8333333333333333,3.6666666666666665,2.5,3.5,2.6666666666666665,3.3333333333333335,3.5,33.33333333333333,0.0,16.666666666666664,0.0,16.666666666666664,0.0,33.33333333333333,50.0,33.33333333333333,50.0,66.66666666666666,16.666666666666664,33.33333333333333,2,5.0,1.0,2.0,3.0,1.5,1.5
15424,11-3051.01,Quality Control Systems Managers,"Direct the tracking of defects, test results, or other regularly reported quality control data.",Core,4.0,4.0,4.1,97.22,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],"Kinh doanh, tài chính và quản trị tổ chức",4,4.5,2.5,3.5,1.5,2.75,1.25,2.25,2.75,3.0,2.25,75.0,25.0,75.0,25.0,0.0,50.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2,5.0,1.5,2.0,2.5,1.0,1.5
15416,11-3051.01,Quality Control Systems Managers,"Produce reports regarding nonconformance of products or processes, daily production quality, root cause analyses, or quality trends.",Core,3.0,3.0,3.93,95.63,,,['Documenting/Recording Information'],['4.A.3.b.6'],"Kinh doanh, tài chính và quản trị tổ chức",5,2.8,1.8,3.2,1.6,2.8,2.2,3.0,2.6,3.6,3.6,40.0,20.0,60.0,20.0,0.0,40.0,80.0,80.0,60.0,60.0,20.0,20.0,20.0,3,3.0,2.3333333333333335,2.0,2.6666666666666665,2.3333333333333335,2.6666666666666665
15427,11-3051.01,Quality Control Systems Managers,"Communicate quality control information to all relevant organizational departments, outside vendors, or contractors.",Core,3.0,3.0,3.92,96.91,,,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1'],"Kinh doanh, tài chính và quản trị tổ chức",5,2.8,3.0,3.4,1.8,2.2,2.0,3.6,3.2,3.6,3.0,60.0,20.0,20.0,20.0,0.0,40.0,40.0,0.0,20.0,60.0,40.0,20.0,0.0,3,3.0,2.3333333333333335,2.0,3.0,2.3333333333333335,2.6666666666666665
15422,11-3051.01,Quality Control Systems Managers,Identify critical points in the manufacturing process and specify sampling procedures to be used at these points.,Core,3.0,3.0,3.84,81.51,,,['Developing Objectives and Strategies'],['4.A.2.b.4'],"Kinh doanh, tài chính và quản trị tổ chức",0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,
